form,team,short_name,overallStrength,defenceStrength,attackStrength,strength,assists,bonus,bps,clean_sheets,expected_assists,expected_goal_involvements,expected_goals,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,round,starts,team_a_score,team_h_score,total_points,value,was_home,yellow_cards,player_ID,position,oppStrength,next5Strength,expectedAssistHistory,expectedGIsHistory,expectedGoalsHistory,expectedGsConcededHistory,BPShistory,ictHistory,valueForMoney
0.0,10,FUL,1175,1170,1180,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,8,0,0,0,6,0,0,0,0,44,False,0,272,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10,FUL,1175,1170,1180,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,8,0,0,0,6,0,0,0,0,44,False,0,273,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10,FUL,1175,1170,1180,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,8,0,0,0,6,0,0,0,0,45,False,0,276,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11,LIV,1240,1270,1210,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,19,0,0,0,6,0,1,3,0,48,True,0,292,MID,3,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11,LIV,1240,1270,1210,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,19,0,0,0,6,0,1,3,0,48,True,0,295,MID,3,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11,LIV,1240,1270,1210,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,19,0,0,0,6,0,1,3,0,50,True,0,296,MID,3,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11,LIV,1240,1270,1210,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,19,0,0,0,6,0,1,3,0,50,True,0,299,MID,3,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11,LIV,1240,1270,1210,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,19,0,0,0,6,0,1,3,0,48,True,0,310,MID,3,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12,LUT,1055,1090,1020,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,20,0,0,0,6,0,1,1,0,48,True,0,317,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12,LUT,1055,1090,1020,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,20,0,0,0,6,0,1,1,0,49,True,0,319,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12,LUT,1055,1090,1020,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,20,0,0,0,6,0,1,1,0,49,True,0,320,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12,LUT,1055,1090,1020,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,20,0,0,0,6,0,1,1,0,49,True,0,322,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12,LUT,1055,1090,1020,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,20,0,0,0,6,0,1,1,0,45,True,0,325,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12,LUT,1055,1090,1020,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,20,0,0,0,6,0,1,1,0,50,True,0,329,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12,LUT,1055,1090,1020,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,20,0,0,0,6,0,1,1,0,44,True,0,332,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12,LUT,1055,1090,1020,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,20,0,0,0,6,0,1,1,0,44,True,0,334,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12,LUT,1055,1090,1020,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,20,0,0,0,6,0,1,1,0,45,True,0,337,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12,LUT,1055,1090,1020,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,20,0,0,0,6,0,1,1,0,44,True,0,339,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13,MCI,1355,1360,1350,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,16,0,0,0,6,0,0,2,0,64,True,0,344,MID,3,3.6,0.005,0.005,0.0,0.0,-0.5,0.1,0.0
0.0,13,MCI,1355,1360,1350,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,16,0,0,0,6,0,0,2,0,44,True,0,345,MID,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13,MCI,1355,1360,1350,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,16,0,0,0,6,0,0,2,0,45,True,0,348,MID,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13,MCI,1355,1360,1350,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,16,0,0,0,6,0,0,2,0,102,True,0,349,MID,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13,MCI,1355,1360,1350,5,0,0,-1,0,0.0,0.0,0.0,0,0,0.0,3,16,0,0,0,6,0,0,2,0,73,True,1,354,MID,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13,MCI,1355,1360,1350,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,16,0,0,0,6,0,0,2,0,49,True,0,356,MID,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13,MCI,1355,1360,1350,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,16,0,0,0,6,0,0,2,0,75,True,0,359,MID,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13,MCI,1355,1360,1350,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,16,0,0,0,6,0,0,2,0,44,True,0,363,MID,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14,MUN,1220,1230,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,6,0,0,0,6,0,1,0,0,44,False,0,371,MID,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14,MUN,1220,1230,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,6,0,0,0,6,0,1,0,0,68,False,0,372,MID,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14,MUN,1220,1230,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,6,0,0,0,6,0,1,0,0,59,False,0,379,MID,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14,MUN,1220,1230,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,6,0,0,0,6,0,1,0,0,50,False,0,381,MID,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14,MUN,1220,1230,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,6,0,0,0,6,0,1,0,0,48,False,0,382,MID,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14,MUN,1220,1230,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,6,0,0,0,6,0,1,0,0,44,False,0,388,MID,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14,MUN,1220,1230,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,6,0,0,0,6,0,1,0,0,44,False,0,394,MID,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14,MUN,1220,1230,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,6,0,0,0,6,0,1,0,0,68,False,0,397,MID,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14,MUN,1220,1230,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,6,0,0,0,6,0,1,0,0,48,False,0,400,MID,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15,NEW,1280,1355,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,17,0,0,0,6,0,8,0,0,49,False,0,410,MID,2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15,NEW,1280,1355,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,17,0,0,0,6,0,8,0,0,44,False,0,413,MID,2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15,NEW,1280,1355,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,17,0,0,0,6,0,8,0,0,44,False,0,414,MID,2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15,NEW,1280,1355,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,17,0,0,0,6,0,8,0,0,59,False,0,416,MID,2,2.6,0.015,0.035,0.02,0.26,0.5,1.95,0.0
0.0,15,NEW,1280,1355,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,17,0,0,0,6,0,8,0,0,45,False,0,418,MID,2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15,NEW,1280,1355,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,17,0,0,0,6,0,8,0,0,48,False,0,423,MID,2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15,NEW,1280,1355,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,17,0,0,0,6,0,8,0,0,44,False,0,425,MID,2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15,NEW,1280,1355,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,17,0,0,0,6,0,8,0,0,60,False,0,426,MID,2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15,NEW,1280,1355,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,17,0,0,0,6,0,8,0,0,53,False,0,432,MID,2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16,NFO,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,13,0,0,0,6,0,0,2,0,45,False,0,434,MID,5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16,NFO,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,13,0,0,0,6,0,0,2,0,44,False,0,435,MID,5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16,NFO,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,13,0,0,0,6,0,0,2,0,45,False,0,440,MID,5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16,NFO,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,13,0,0,0,6,0,0,2,0,53,False,0,442,MID,5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16,NFO,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,13,0,0,0,6,0,0,2,0,49,False,0,446,MID,5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16,NFO,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,13,0,0,0,6,0,0,2,0,49,False,0,451,MID,5,2.9,0.01,0.01,0.0,0.455,1.0,0.4,0.0
0.0,16,NFO,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,13,0,0,0,6,0,0,2,0,44,False,0,456,MID,5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16,NFO,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,13,0,0,0,6,0,0,2,0,49,False,0,458,MID,5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16,NFO,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,13,0,0,0,6,0,0,2,0,45,False,0,459,MID,5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16,NFO,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,13,0,0,0,6,0,0,2,0,45,False,0,462,MID,5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16,NFO,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,13,0,0,0,6,0,0,2,0,48,False,0,463,MID,5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16,NFO,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,13,0,0,0,6,0,0,2,0,49,False,0,470,MID,5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,17,SHU,1030,1020,1045,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,15,0,0,0,6,0,8,0,0,44,True,0,478,MID,3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,17,SHU,1030,1020,1045,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,15,0,0,0,6,0,8,0,0,49,True,0,481,MID,3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,17,SHU,1030,1020,1045,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,15,0,0,0,6,0,8,0,0,49,True,0,489,MID,3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,18,TOT,1230,1310,1150,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,0,0,0,6,0,2,2,0,54,False,0,492,MID,5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,18,TOT,1230,1310,1150,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,0,0,0,6,0,2,2,0,49,False,0,494,MID,5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,18,TOT,1230,1310,1150,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,0,0,0,6,0,2,2,0,48,False,0,503,MID,5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,18,TOT,1230,1310,1150,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,0,0,0,6,0,2,2,0,44,False,0,505,MID,5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,18,TOT,1230,1310,1150,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,0,0,0,6,0,2,2,0,47,False,0,515,MID,5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,19,WHU,1145,1150,1140,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,11,0,0,0,6,0,1,3,0,58,False,0,525,MID,4,2.8,0.0,0.87,0.87,2.49,-5.0,4.5,0.0
0.0,19,WHU,1145,1150,1140,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,11,0,0,0,6,0,1,3,0,53,False,0,527,MID,4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,19,WHU,1145,1150,1140,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,11,0,0,0,6,0,1,3,0,44,False,0,529,MID,4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,19,WHU,1145,1150,1140,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,11,0,0,0,6,0,1,3,0,50,False,0,531,MID,4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,19,WHU,1145,1150,1140,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,11,0,0,0,6,0,1,3,0,45,False,0,543,MID,4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20,WOL,1100,1100,1105,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,12,0,0,0,6,0,1,1,0,45,False,0,549,MID,2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20,WOL,1100,1100,1105,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,12,0,0,0,6,0,1,1,0,45,False,0,550,MID,2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20,WOL,1100,1100,1105,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,12,0,0,0,6,0,1,1,0,54,False,0,554,MID,2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20,WOL,1100,1100,1105,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,12,0,0,0,6,0,1,1,0,44,False,0,555,MID,2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20,WOL,1100,1100,1105,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,12,0,0,0,6,0,1,1,0,44,False,0,561,MID,2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20,WOL,1100,1100,1105,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,12,0,0,0,6,0,1,1,0,53,False,0,568,MID,2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20,WOL,1100,1100,1105,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,12,0,0,0,6,0,1,1,0,50,False,0,570,MID,2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12,LUT,1055,1090,1020,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,20,0,0,0,6,0,1,1,0,49,True,0,586,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,17,SHU,1030,1020,1045,2,0,0,0,0,0.01,0.01,0.0,3,0,0.3,24,15,0,0,0,6,0,8,0,0,48,True,1,587,MID,3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7,CHE,1125,1170,1080,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,2,0,0,0,6,0,1,0,0,50,True,0,589,MID,4,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6,BUR,1045,1040,1050,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,14,0,0,0,6,0,1,0,0,48,True,0,600,MID,3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7,CHE,1125,1170,1080,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,2,0,0,0,6,0,1,0,0,52,True,0,609,MID,4,3.1,0.0,0.0,0.0,0.015,-1.0,0.0,0.0
0.0,8,CRY,1070,1060,1080,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,10,0,0,0,6,0,0,0,0,49,True,0,615,MID,3,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2,AVL,1285,1350,1220,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,7,0,0,0,6,0,1,0,0,45,False,0,618,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,BHA,1100,1135,1070,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,3,0,0,0,6,0,1,3,0,45,True,0,621,MID,3,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9,EVE,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,4,0,0,0,6,0,3,1,0,45,False,0,624,MID,3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11,LIV,1240,1270,1210,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,19,0,0,0,6,0,1,3,0,45,True,0,627,MID,3,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11,LIV,1240,1270,1210,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,19,0,0,0,6,0,1,3,0,44,True,0,628,MID,3,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11,LIV,1240,1270,1210,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,19,0,0,0,6,0,1,3,0,45,True,0,629,MID,3,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12,LUT,1055,1090,1020,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,20,0,0,0,6,0,1,1,0,49,True,0,630,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14,MUN,1220,1230,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,6,0,0,0,6,0,1,0,0,45,False,0,632,MID,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15,NEW,1280,1355,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,17,0,0,0,6,0,8,0,0,45,False,0,635,MID,2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3,BOU,1100,1075,1130,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,5,0,0,0,6,0,1,3,0,49,False,0,644,MID,3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9,EVE,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,4,0,0,0,6,0,3,1,0,45,False,0,650,MID,3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10,FUL,1175,1170,1180,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,8,0,0,0,6,0,0,0,0,45,False,0,652,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,17,SHU,1030,1020,1045,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,15,0,0,0,6,0,8,0,0,45,True,0,655,MID,3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6,BUR,1045,1040,1050,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,14,0,0,0,6,0,1,0,0,50,True,0,660,MID,3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9,EVE,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,4,0,0,0,6,0,3,1,0,55,False,0,661,MID,3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10,FUL,1175,1170,1180,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,8,0,0,0,6,0,0,0,0,50,False,0,662,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7,CHE,1125,1170,1080,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,2,0,0,0,6,0,1,0,0,50,True,0,667,MID,4,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3,BOU,1100,1075,1130,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,5,0,0,0,6,0,1,3,0,50,False,0,673,MID,3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7,CHE,1125,1170,1080,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,2,0,0,0,6,0,1,0,0,45,True,0,681,MID,4,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10,FUL,1175,1170,1180,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,8,0,0,0,6,0,0,0,0,45,False,0,683,MID,3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4,BRE,1100,1090,1110,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,9,0,0,0,6,0,3,1,0,45,True,0,684,MID,3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14,MUN,1220,1230,1210,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,6,0,0,0,6,0,1,0,0,45,False,0,685,MID,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6,BUR,1045,1040,1050,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,14,0,0,0,6,0,1,0,0,50,True,0,694,MID,3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20,WOL,1100,1100,1105,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,12,0,0,0,6,0,1,1,0,50,False,0,698,MID,2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4,BRE,1100,1090,1110,3,0,0,2,0,0.03,0.03,0.0,0,0,2.0,17,9,0,0,0,6,0,3,1,0,45,True,1,701,MID,3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3,BOU,1100,1075,1130,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,5,0,0,0,6,0,1,3,0,55,False,0,705,MID,3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16,NFO,1100,1080,1125,3,0,0,1,0,0.01,0.01,0.0,2,0,0.2,55,13,0,0,0,6,1,0,2,0,50,False,1,713,MID,5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7,CHE,1125,1170,1080,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,2,0,0,0,6,0,1,0,0,45,True,0,718,MID,4,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9,EVE,1100,1080,1125,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,4,0,0,0,6,0,3,1,0,45,False,0,719,MID,3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,ARS,1365,1360,1370,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,3,0,0,0,7,0,4,0,0,44,False,0,3,MID,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,ARS,1365,1360,1370,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,3,0,0,0,7,0,4,0,0,45,False,0,11,MID,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,ARS,1365,1360,1370,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,3,0,0,0,7,0,4,0,0,77,False,0,12,MID,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,ARS,1365,1360,1370,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,3,0,0,0,7,0,4,0,0,48,False,0,15,MID,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,ARS,1365,1360,1370,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,3,0,0,0,7,0,4,0,0,49,False,0,16,MID,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12,LUT,1055,1090,1020,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,6,0,0,0,7,0,2,1,0,49,True,0,21,MID,2,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12,LUT,1090,1120,1060,2,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,9,0,0,0,7,0,2,1,0,49,False,0,21,MID,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,ARS,1365,1360,1370,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,3,0,0,0,7,0,4,0,0,66,False,0,26,MID,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,ARS,1365,1360,1370,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,3,0,0,0,7,0,4,0,0,60,False,0,30,MID,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
