,round,form,strength,oppStrength,overallStrength,defenceStrength,attackStrength,value,player_ID,valueForMoney,total_points
87,2,0.0,5,3,1355,1360,1350,40,367,0.0,0
88,2,0.0,3,4,1220,1230,1210,40,384,0.0,0
89,2,-1.0,3,4,1100,1085,1120,45,385,0.0,0
90,2,0.0,3,5,1280,1355,1210,40,408,0.0,0
91,2,0.0,3,5,1280,1355,1210,40,409,0.0,0
92,2,0.0,3,5,1280,1355,1210,40,411,0.0,0
93,2,0.0,3,2,1065,1080,1050,40,448,0.0,0
94,2,0.0,3,2,1065,1080,1050,45,449,0.0,0
95,2,0.0,2,3,1040,1060,1020,40,472,0.0,0
96,2,0.0,2,3,1040,1060,1020,40,479,0.0,0
97,2,0.0,4,3,1170,1230,1110,40,491,0.0,0
98,2,0.0,4,3,1170,1230,1110,40,498,0.0,0
99,2,0.0,4,3,1170,1230,1110,50,502,0.0,0
100,2,0.0,4,3,1170,1230,1110,40,521,0.0,0
101,2,0.0,3,3,1100,1150,1055,45,533,0.0,0
102,2,0.0,3,3,1100,1115,1085,40,546,0.0,0
103,2,0.0,3,3,1100,1115,1085,40,564,0.0,0
104,2,0.0,3,3,1100,1115,1085,40,571,0.0,0
105,2,0.0,3,4,1100,1080,1125,40,579,0.0,0
106,2,0.0,3,5,1280,1355,1210,40,580,0.0,0
107,2,-0.5,3,4,1100,1075,1130,45,607,0.0,0
108,2,0.0,3,2,1065,1080,1050,40,636,0.0,0
109,2,0.0,5,3,1365,1360,1370,40,646,0.0,0
110,2,0.0,3,3,1100,1150,1055,40,647,0.0,0
111,2,0.0,3,3,1190,1230,1150,40,659,0.0,0
112,2,0.0,3,4,1220,1230,1210,40,669,0.0,0
113,2,0.0,4,3,1160,1180,1140,40,670,0.0,0
114,3,0.0,5,3,1350,1330,1370,40,18,0.0,0
115,3,0.0,4,2,1285,1350,1220,50,49,0.0,0
116,3,0.0,4,2,1285,1350,1220,40,57,0.0,0
117,3,0.0,3,4,1100,1145,1055,40,80,0.0,0
118,3,0.0,3,4,1100,1145,1055,40,88,0.0,0
119,3,0.0,3,3,1100,1090,1110,40,91,0.0,0
120,3,0.0,3,3,1100,1090,1110,40,97,0.0,0
121,3,0.0,5,3,1350,1330,1370,49,113,0.0,0
122,3,0.0,3,3,1100,1090,1110,40,116,0.0,0
123,3,0.0,3,3,1100,1135,1070,40,141,0.0,0
124,3,0.0,3,3,1100,1135,1070,40,147,0.0,0
125,3,0.0,3,3,1100,1135,1070,45,148,0.0,0
126,3,0.0,2,4,1045,1040,1050,40,169,0.0,0
127,3,0.0,2,4,1045,1040,1050,45,172,0.0,0
128,3,0.0,2,4,1045,1040,1050,40,175,0.0,0
129,3,0.0,2,4,1045,1040,1050,40,181,0.0,0
130,3,0.0,3,2,1125,1170,1080,50,187,0.0,0
131,3,-0.3333333333333333,3,2,1125,1170,1080,40,192,0.0,0
132,3,0.0,3,2,1125,1170,1080,40,215,0.0,0
133,3,0.0,3,3,1100,1085,1120,45,227,0.0,0
134,3,0.0,3,3,1100,1085,1120,40,233,0.0,0
135,3,0.0,3,3,1100,1085,1120,40,243,0.0,0
136,3,0.0,3,3,1095,1065,1125,40,266,0.0,0
137,3,0.0,4,3,1370,1390,1350,40,289,0.0,0
138,3,0.0,4,3,1370,1390,1350,40,301,0.0,0
139,3,0.0,2,3,1090,1120,1060,40,323,0.0,0
140,3,0.0,2,3,1090,1120,1060,45,335,0.0,0
141,3,0.0,2,3,1090,1120,1060,40,338,0.0,0
142,3,0.0,5,2,1365,1370,1360,40,347,0.0,0
143,3,0.0,5,2,1365,1370,1360,40,361,0.0,0
144,3,0.0,5,2,1365,1370,1360,40,367,0.0,0
145,3,0.0,3,3,1125,1120,1130,40,384,0.0,0
146,3,-0.75,3,3,1070,1060,1080,45,385,0.0,0
147,3,0.0,3,4,1105,1160,1050,40,408,0.0,0
148,3,0.0,3,4,1105,1160,1050,40,409,0.0,0
149,3,0.0,3,4,1105,1160,1050,40,411,0.0,0
150,3,0.0,3,3,1100,1080,1125,40,448,0.0,0
151,3,0.0,3,3,1100,1080,1125,45,449,0.0,0
152,3,0.0,2,5,1030,1020,1045,40,472,0.0,0
153,3,0.0,2,5,1030,1020,1045,40,479,0.0,0
154,3,0.0,4,3,1230,1310,1150,40,491,0.0,0
155,3,0.0,4,3,1230,1310,1150,40,498,0.0,0
156,3,0.0,4,3,1230,1310,1150,50,502,0.0,0
157,3,0.0,4,3,1230,1310,1150,40,521,0.0,0
158,3,0.0,3,3,1145,1150,1140,45,533,0.0,0
159,3,0.0,3,3,1100,1100,1105,40,546,0.0,0
160,3,0.0,3,3,1100,1100,1105,40,564,0.0,0
161,3,0.0,3,3,1100,1100,1105,40,571,0.0,0
162,3,0.0,3,3,1095,1065,1125,40,579,0.0,0
163,3,0.0,3,4,1105,1160,1050,40,580,0.0,0
164,3,0.0,3,3,1125,1120,1130,50,597,0.0,0
165,3,-0.3333333333333333,3,4,1100,1145,1055,45,607,0.0,0
166,3,0.0,3,3,1100,1080,1125,40,636,0.0,0
167,3,0.0,5,3,1350,1330,1370,40,646,0.0,0
168,3,0.0,3,3,1145,1150,1140,40,647,0.0,0
169,3,0.0,3,2,1125,1170,1080,40,659,0.0,0
170,3,0.0,2,3,1090,1120,1060,45,665,0.0,0
171,3,0.0,3,3,1125,1120,1130,40,669,0.0,0
172,3,0.0,4,2,1285,1350,1220,40,670,0.0,0
173,3,0.0,3,2,1125,1170,1080,40,680,0.0,0
174,3,0.0,4,2,1285,1350,1220,40,686,0.0,0
175,4,0.0,5,3,1350,1330,1370,40,18,0.0,0
176,4,0.0,4,4,1285,1350,1220,40,53,0.0,0
177,4,0.0,4,4,1285,1350,1220,40,57,0.0,0
178,4,0.0,3,3,1100,1075,1130,40,80,0.0,0
179,4,0.0,3,3,1100,1075,1130,40,88,0.0,0
180,4,0.0,3,3,1100,1090,1110,40,91,0.0,0
181,4,0.0,3,3,1100,1090,1110,40,97,0.0,0
182,4,0.0,5,3,1350,1330,1370,48,113,0.0,0
183,4,0.0,3,3,1100,1090,1110,40,116,0.0,0
184,4,0.0,3,3,1100,1135,1070,40,141,0.0,0
185,4,0.0,3,3,1100,1135,1070,40,147,0.0,0
186,4,0.0,3,3,1100,1135,1070,45,148,0.0,0
187,4,0.0,2,4,1045,1040,1050,40,169,0.0,0
188,4,0.0,2,4,1045,1040,1050,44,172,0.0,0
189,4,0.0,2,4,1045,1040,1050,40,175,0.0,0
190,4,0.0,2,4,1045,1040,1050,40,181,0.0,0
191,4,0.0,3,3,1125,1170,1080,50,187,0.0,0
192,4,-0.25,3,3,1125,1170,1080,40,192,0.0,0
193,4,0.0,3,3,1125,1170,1080,40,215,0.0,0
194,4,0.0,3,3,1070,1060,1080,44,227,0.0,0
195,4,0.0,3,3,1070,1060,1080,40,233,0.0,0
196,4,0.0,3,3,1070,1060,1080,40,243,0.0,0
197,4,0.0,3,2,1100,1080,1125,40,266,0.0,0
198,4,0.0,3,5,1175,1170,1180,45,275,0.0,0
199,4,-0.3333333333333333,3,5,1175,1170,1180,40,284,0.0,0
200,4,0.0,4,4,1240,1270,1210,40,289,0.0,0
201,4,0.0,4,4,1240,1270,1210,40,301,0.0,0
202,4,0.0,2,3,1055,1090,1020,40,323,0.0,0
203,4,0.0,2,3,1055,1090,1020,45,335,0.0,0
204,4,0.0,2,3,1055,1090,1020,40,338,0.0,0
205,4,0.0,5,3,1355,1360,1350,40,347,0.0,0
206,4,0.0,5,3,1355,1360,1350,40,361,0.0,0
207,4,0.0,5,3,1355,1360,1350,40,367,0.0,0
208,4,0.0,3,5,1220,1230,1210,40,384,0.0,0
209,4,-0.25,3,3,1070,1060,1080,45,385,0.0,0
210,4,0.0,3,3,1280,1355,1210,40,408,0.0,0
211,4,0.0,3,3,1280,1355,1210,40,409,0.0,0
212,4,0.0,3,3,1280,1355,1210,40,411,0.0,0
213,4,0.0,3,3,1100,1080,1125,40,448,0.0,0
214,4,0.0,3,3,1100,1080,1125,44,449,0.0,0
215,4,0.0,2,3,1030,1020,1045,40,472,0.0,0
216,4,0.0,2,3,1030,1020,1045,40,479,0.0,0
217,4,0.0,4,2,1230,1310,1150,40,491,0.0,0
218,4,0.0,4,2,1230,1310,1150,40,498,0.0,0
219,4,0.0,4,2,1230,1310,1150,49,502,0.0,0
220,4,0.0,4,2,1230,1310,1150,40,521,0.0,0
221,4,0.0,3,2,1145,1150,1140,44,533,0.0,0
222,4,0.0,3,3,1100,1100,1105,40,546,0.0,0
223,4,0.0,3,3,1100,1100,1105,40,564,0.0,0
224,4,0.0,3,3,1100,1100,1105,40,571,0.0,0
225,4,0.0,3,2,1100,1080,1125,40,579,0.0,0
226,4,0.0,3,3,1280,1355,1210,40,580,0.0,0
227,4,0.0,3,5,1220,1230,1210,50,597,0.0,0
228,4,-0.25,3,3,1100,1075,1130,45,607,0.0,0
229,4,0.0,3,3,1100,1080,1125,40,636,0.0,0
230,4,0.0,5,3,1350,1330,1370,40,646,0.0,0
231,4,0.0,3,2,1145,1150,1140,40,647,0.0,0
232,4,0.0,3,3,1125,1170,1080,40,659,0.0,0
233,4,0.0,2,3,1055,1090,1020,45,665,0.0,0
234,4,0.0,3,5,1220,1230,1210,40,669,0.0,0
235,4,0.0,4,4,1285,1350,1220,40,670,0.0,0
236,4,0.0,3,3,1125,1170,1080,40,680,0.0,0
237,4,0.0,4,4,1285,1350,1220,40,686,0.0,0
238,4,0.0,3,3,1125,1170,1080,45,687,0.0,0
239,4,0.0,3,5,1175,1170,1180,40,692,0.0,0
240,4,0.0,3,5,1220,1230,1210,40,695,0.0,0
241,5,0.0,5,3,1365,1360,1370,50,17,0.0,0
242,5,0.0,5,3,1365,1360,1370,40,18,0.0,0
243,5,0.0,4,3,1160,1180,1140,40,53,0.0,0
244,5,0.0,4,3,1160,1180,1140,40,57,0.0,0
245,5,0.0,3,3,1100,1145,1055,40,80,0.0,0
246,5,0.0,3,3,1100,1145,1055,40,88,0.0,0
247,5,0.0,3,3,1100,1150,1055,40,91,0.0,0
248,5,0.0,3,3,1100,1150,1055,40,97,0.0,0
249,5,0.0,3,3,1100,1150,1055,40,116,0.0,0
250,5,0.0,3,3,1210,1240,1180,40,141,0.0,0
251,5,0.0,3,3,1210,1240,1180,40,147,0.0,0
252,5,0.0,3,3,1210,1240,1180,44,152,0.0,0
253,5,0.0,2,3,1050,1050,1050,40,169,0.0,0
254,5,0.0,2,3,1050,1050,1050,44,172,0.0,0
255,5,0.0,2,3,1050,1050,1050,40,175,0.0,0
256,5,0.0,2,3,1050,1050,1050,40,181,0.0,0
257,5,0.0,3,3,1190,1230,1150,50,187,0.0,0
258,5,0.0,3,3,1190,1230,1150,40,192,0.0,0
259,5,0.0,3,3,1190,1230,1150,40,215,0.0,0
260,5,0.0,3,4,1100,1085,1120,44,227,0.0,0
261,5,0.0,3,4,1100,1085,1120,40,233,0.0,0
262,5,0.0,3,4,1100,1085,1120,40,243,0.0,0
263,5,0.0,3,5,1095,1065,1125,39,266,0.0,0
264,5,-0.25,3,2,1055,1060,1050,40,284,0.0,0
265,5,0.0,4,3,1370,1390,1350,40,289,0.0,0
266,5,0.0,4,3,1370,1390,1350,40,301,0.0,0
267,5,0.0,2,3,1090,1120,1060,40,323,0.0,0
268,5,0.0,2,3,1090,1120,1060,44,335,0.0,0
269,5,0.0,2,3,1090,1120,1060,40,338,0.0,0
270,5,0.0,5,3,1365,1370,1360,40,347,0.0,0
271,5,0.0,5,3,1365,1370,1360,39,361,0.0,0
272,5,0.0,5,3,1365,1370,1360,40,367,0.0,0
273,5,0.0,3,3,1125,1120,1130,40,384,0.0,0
274,5,0.0,3,4,1100,1085,1120,45,385,0.0,0
275,5,0.0,3,3,1105,1160,1050,40,408,0.0,0
276,5,0.0,3,3,1105,1160,1050,40,409,0.0,0
277,5,0.0,3,3,1105,1160,1050,40,411,0.0,0
278,5,0.0,3,2,1065,1080,1050,40,448,0.0,0
279,5,0.0,3,2,1065,1080,1050,44,449,0.0,0
280,5,0.0,2,4,1040,1060,1020,40,472,0.0,0
281,5,0.0,2,4,1040,1060,1020,40,479,0.0,0
282,5,0.0,4,2,1170,1230,1110,40,491,0.0,0
283,5,0.0,4,2,1170,1230,1110,40,498,0.0,0
284,5,0.0,4,2,1170,1230,1110,49,502,0.0,0
285,5,0.0,4,2,1170,1230,1110,40,521,0.0,0
286,5,0.0,3,5,1100,1150,1055,44,533,0.0,0
287,5,0.0,3,4,1100,1115,1085,40,546,0.0,0
288,5,0.0,3,4,1100,1115,1085,40,564,0.0,0
289,5,0.0,3,4,1100,1115,1085,40,571,0.0,0
290,5,0.0,3,5,1095,1065,1125,40,579,0.0,0
291,5,0.0,3,3,1105,1160,1050,40,580,0.0,0
292,5,0.0,3,3,1100,1145,1055,44,607,0.0,0
293,5,0.0,3,2,1065,1080,1050,40,636,0.0,0
294,5,0.0,5,3,1365,1360,1370,40,646,0.0,0
295,5,0.0,3,5,1100,1150,1055,40,647,0.0,0
296,5,0.0,3,3,1190,1230,1150,40,659,0.0,0
297,5,0.0,2,3,1090,1120,1060,45,665,0.0,0
298,5,0.0,3,3,1125,1120,1130,40,669,0.0,0
299,5,0.0,4,3,1160,1180,1140,40,670,0.0,0
300,5,0.0,3,3,1190,1230,1150,40,680,0.0,0
301,5,0.0,4,3,1160,1180,1140,40,686,0.0,0
302,5,0.0,3,3,1190,1230,1150,45,687,0.0,0
303,5,0.0,3,2,1055,1060,1050,40,692,0.0,0
304,5,0.0,3,3,1125,1120,1130,40,695,0.0,0
305,5,0.0,3,2,1065,1080,1050,45,710,0.0,0
306,6,0.0,5,4,1350,1330,1370,50,17,0.0,0
307,6,0.0,5,4,1350,1330,1370,40,18,0.0,0
308,6,0.0,4,3,1285,1350,1220,40,53,0.0,0
309,6,0.0,4,3,1285,1350,1220,40,57,0.0,0
310,6,0.0,3,3,1100,1075,1130,40,80,0.0,0
311,6,0.0,3,3,1100,1075,1130,40,88,0.0,0
312,6,0.0,3,3,1100,1090,1110,40,91,0.0,0
313,6,0.0,3,3,1100,1090,1110,40,97,0.0,0
314,6,0.0,3,3,1100,1090,1110,40,116,0.0,0
315,6,0.0,3,3,1100,1135,1070,40,141,0.0,0
316,6,0.0,3,3,1100,1135,1070,40,147,0.0,0
317,6,0.0,3,3,1100,1135,1070,44,148,0.0,0
318,6,0.0,2,3,1045,1040,1050,40,169,0.0,0
319,6,0.0,2,3,1045,1040,1050,44,172,0.0,0
320,6,0.0,2,3,1045,1040,1050,40,175,0.0,0
321,6,0.0,2,3,1045,1040,1050,40,181,0.0,0
322,6,0.0,3,4,1125,1170,1080,50,187,0.0,0
323,6,0.0,3,4,1125,1170,1080,40,192,0.0,0
324,6,0.0,3,4,1125,1170,1080,40,215,0.0,0
325,6,0.0,3,3,1070,1060,1080,44,227,0.0,0
326,6,0.0,3,3,1070,1060,1080,40,233,0.0,0
327,6,0.0,3,3,1070,1060,1080,40,243,0.0,0
328,6,0.0,3,3,1100,1080,1125,39,266,0.0,0
329,6,0.0,3,3,1175,1170,1180,40,284,0.0,0
330,6,0.0,4,3,1240,1270,1210,40,289,0.0,0
331,6,0.0,4,3,1240,1270,1210,40,301,0.0,0
332,6,0.0,2,3,1055,1090,1020,40,323,0.0,0
333,6,0.0,2,3,1055,1090,1020,44,335,0.0,0
334,6,0.0,2,3,1055,1090,1020,40,338,0.0,0
335,6,0.0,5,3,1355,1360,1350,39,347,0.0,0
336,6,0.0,5,3,1355,1360,1350,39,361,0.0,0
337,6,0.0,5,3,1355,1360,1350,39,367,0.0,0
338,6,0.0,3,2,1220,1230,1210,40,384,0.0,0
339,6,0.0,3,3,1070,1060,1080,45,385,0.0,0
340,6,0.0,3,2,1280,1355,1210,40,408,0.0,0
341,6,0.0,3,2,1280,1355,1210,40,409,0.0,0
342,6,0.0,3,2,1280,1355,1210,40,411,0.0,0
343,6,0.0,3,5,1100,1080,1125,40,448,0.0,0
344,6,0.0,3,5,1100,1080,1125,44,449,0.0,0
345,6,0.0,2,3,1030,1020,1045,40,472,0.0,0
346,6,0.0,2,3,1030,1020,1045,40,479,0.0,0
347,6,0.0,2,3,1030,1020,1045,45,482,0.0,0
348,6,0.0,4,5,1230,1310,1150,40,491,0.0,0
349,6,0.0,4,5,1230,1310,1150,40,498,0.0,0
350,6,0.0,4,5,1230,1310,1150,49,502,0.0,0
351,6,0.0,4,5,1230,1310,1150,40,521,0.0,0
352,6,0.0,3,4,1145,1150,1140,43,533,0.0,0
353,6,0.0,3,2,1100,1100,1105,40,546,0.0,0
354,6,0.0,3,2,1100,1100,1105,40,564,0.0,0
355,6,0.0,3,2,1100,1100,1105,40,571,0.0,0
356,6,0.0,3,3,1100,1080,1125,40,579,0.0,0
357,6,0.0,3,2,1280,1355,1210,40,580,0.0,0
358,6,0.0,3,3,1100,1075,1130,44,607,0.0,0
359,6,0.0,3,5,1100,1080,1125,40,636,0.0,0
360,6,0.0,5,4,1350,1330,1370,40,646,0.0,0
361,6,0.0,3,4,1145,1150,1140,40,647,0.0,0
362,6,0.0,3,4,1125,1170,1080,40,659,0.0,0
363,6,0.0,2,3,1055,1090,1020,45,665,0.0,0
364,6,0.0,3,2,1220,1230,1210,40,669,0.0,0
365,6,0.0,4,3,1285,1350,1220,40,670,0.0,0
366,6,0.0,3,4,1125,1170,1080,40,680,0.0,0
367,6,0.0,4,3,1285,1350,1220,40,686,0.0,0
368,6,0.0,3,4,1125,1170,1080,45,687,0.0,0
369,6,0.0,3,3,1175,1170,1180,40,692,0.0,0
370,6,0.0,3,2,1220,1230,1210,40,695,0.0,0
371,6,0.0,3,5,1100,1080,1125,45,710,0.0,0
372,7,0.0,5,3,1365,1360,1370,49,17,0.0,0
373,7,0.0,5,3,1365,1360,1370,40,18,0.0,0
374,7,0.0,4,3,1160,1180,1140,40,53,0.0,0
375,7,0.0,4,3,1160,1180,1140,40,57,0.0,0
376,7,0.0,3,5,1100,1145,1055,40,80,0.0,0
377,7,0.0,3,5,1100,1145,1055,40,88,0.0,0
378,7,0.0,3,3,1100,1150,1055,40,91,0.0,0
379,7,0.0,3,3,1100,1150,1055,40,97,0.0,0
380,7,0.0,3,3,1100,1150,1055,39,116,0.0,0
381,7,0.0,3,4,1210,1240,1180,39,141,0.0,0
382,7,0.0,3,4,1210,1240,1180,40,147,0.0,0
383,7,0.0,3,4,1210,1240,1180,44,148,0.0,0
384,7,0.0,3,4,1210,1240,1180,44,152,0.0,0
385,7,0.0,2,3,1050,1050,1050,40,169,0.0,0
386,7,0.0,2,2,1050,1050,1050,40,169,0.0,0
387,7,0.0,2,2,1050,1050,1050,44,172,0.0,0
388,7,0.0,2,3,1050,1050,1050,44,172,0.0,0
389,7,0.0,2,2,1050,1050,1050,40,175,0.0,0
390,7,0.0,2,3,1050,1050,1050,40,175,0.0,0
391,7,0.0,2,3,1050,1050,1050,40,181,0.0,0
392,7,0.0,2,2,1050,1050,1050,40,181,0.0,0
393,7,0.0,3,3,1190,1230,1150,50,187,0.0,0
394,7,0.0,3,3,1190,1230,1150,40,192,0.0,0
395,7,0.0,3,3,1190,1230,1150,40,215,0.0,0
396,7,0.0,3,3,1100,1085,1120,44,227,0.0,0
397,7,0.0,3,3,1100,1085,1120,40,233,0.0,0
398,7,0.0,3,3,1100,1085,1120,40,243,0.0,0
399,7,0.0,3,2,1095,1065,1125,39,266,0.0,0
400,7,0.0,3,3,1055,1060,1050,40,284,0.0,0
401,7,0.0,4,4,1370,1390,1350,40,289,0.0,0
402,7,0.0,4,4,1370,1390,1350,40,301,0.0,0
403,7,0.0,2,2,1055,1090,1020,40,323,0.0,0
404,7,0.0,2,3,1090,1120,1060,40,323,0.0,0
405,7,0.0,2,2,1055,1090,1020,44,335,0.0,0
406,7,0.0,2,3,1090,1120,1060,44,335,0.0,0
407,7,0.0,2,2,1055,1090,1020,40,338,0.0,0
408,7,0.0,2,3,1090,1120,1060,40,338,0.0,0
409,7,0.0,5,3,1365,1370,1360,39,347,0.0,0
410,7,0.0,5,3,1365,1370,1360,39,361,0.0,0
411,7,0.0,5,3,1365,1370,1360,39,367,0.0,0
412,7,0.0,3,3,1125,1120,1130,40,384,0.0,0
413,7,0.0,3,3,1100,1085,1120,45,385,0.0,0
414,7,0.0,3,2,1105,1160,1050,40,408,0.0,0
415,7,0.0,3,2,1105,1160,1050,39,409,0.0,0
416,7,0.0,3,2,1105,1160,1050,39,411,0.0,0
417,7,0.0,3,3,1065,1080,1050,40,448,0.0,0
418,7,0.0,3,3,1065,1080,1050,44,449,0.0,0
419,7,0.0,2,3,1040,1060,1020,40,472,0.0,0
420,7,0.0,2,3,1040,1060,1020,40,479,0.0,0
421,7,0.0,4,4,1170,1230,1110,40,491,0.0,0
422,7,0.0,4,4,1170,1230,1110,40,498,0.0,0
423,7,0.0,4,4,1170,1230,1110,48,502,0.0,0
424,7,0.0,4,4,1170,1230,1110,40,521,0.0,0
425,7,0.0,3,2,1100,1150,1055,43,533,0.0,0
426,7,0.0,3,5,1100,1115,1085,40,546,0.0,0
427,7,0.0,3,5,1100,1115,1085,40,564,0.0,0
428,7,0.0,3,5,1100,1115,1085,40,571,0.0,0
429,7,0.0,3,2,1095,1065,1125,40,579,0.0,0
430,7,0.0,3,2,1105,1160,1050,40,580,0.0,0
431,7,0.0,3,5,1100,1145,1055,44,607,0.0,0
432,7,0.0,3,3,1065,1080,1050,40,636,0.0,0
433,7,0.0,5,3,1365,1360,1370,40,646,0.0,0
434,7,0.0,3,2,1100,1150,1055,40,647,0.0,0
435,7,0.0,3,3,1190,1230,1150,40,659,0.0,0
436,7,0.0,2,2,1055,1090,1020,45,665,0.0,0
437,7,0.0,2,3,1090,1120,1060,45,665,0.0,0
438,7,0.0,3,3,1125,1120,1130,40,669,0.0,0
439,7,0.0,4,3,1160,1180,1140,40,670,0.0,0
440,7,0.0,3,3,1190,1230,1150,40,680,0.0,0
441,7,0.0,4,3,1160,1180,1140,40,686,0.0,0
442,7,0.0,3,3,1190,1230,1150,45,687,0.0,0
443,7,0.0,3,3,1055,1060,1050,40,692,0.0,0
